,iati id,project,description_narrative,sector code,sector name,publisher,provider/buyer,year,default_currency,disbursment
114,NL-KVK-83517626-ORI10NE21I,Extension of the existing water supply system in Niamey (Implementation Phase),"The drinking water of Niamey is currently supplied by four water treatment works (Goudel I\, II\, III and Yantala) with a maximum capacity of 110\,000 m3/day. The system is at the moment able to produce and distribute enough drinking water to the population of Niamey (1.1 million inhabitants and an average total water demand above 85\,000 m3/day in 2012). However\, the maximal production capacity has already been reached in peak periods\, and with an annual population growth of over 4%\, the existing drinking water production capacity would lead to severe water shortages in the near future. With the EWSN project\, the competent authority SPEN wants to increase the existing capacity in order to meet the demand until approximately 2020.The project is defined as the extension of the existing water supply system in Niamey through the rehabilitation of an existing raw water intake\, the development\, construction\, equipping\, subsequent commissioning and operation of a new drinking water treatment plant with a capacity of 40\,000 m3/day (Goudel IV)\, and the extension and improvement of the current transmission and distribution network. This project will ultimately benefit approximately 381\,000 additional inhabitants within a 10-year period\, thus ensuring proper drinking water supply for the whole population of Niamey.",14021,Water supply - large systems,Invest International,"Invest International,Societe De Patrimoine des Eaux Du Niger,SGI Ingénierie SA,Cabinet EDE International,DENYS,Invest International",2021,EUR,2565117
115,XI-IATI-EC_INTPA-2006/193-546,NIR: ABN,NIR: ABN -,14010,Water sector policy and administrative management,European Commission - International Partnerships,"European Commission - Directorate-General for International Partnerships (INTPA),European Development Fund,PUBLIC SECTOR INSTITUTIONS,EC_INTPA",2021,EUR,0
116,XI-IATI-EC_INTPA-2011/22747/0,"Programme de Mini Adduction d'Eau potable par Système Photovoltaque\, Phase 3 (PMAEPS III)","Appui à la maitrise d'ouvrage communale et gestion déléguée de l'eau par la réalisations de 120 adductions d'eau potable et 3000 latrines\, dans les régions de Tahoua et Maradi",14030,Basic drinking water supply and basic sanitation,European Commission - International Partnerships,"European Commission - Directorate-General for International Partnerships (INTPA),European Commission - Directorate-General for International Partnerships (INTPA),PUBLIC SECTOR (donor\, recipient\, other),PUBLIC SECTOR (donor\, recipient\, other)",2021,EUR,-370270
117,XI-IATI-EC_INTPA-2012/24189/1,NIGER  '' Initiative  d'Accélération des Objectifs du Millénaire pour le Développement (IAOMD)'',Prévention de la malnutrition et accès à l'eau potable et assainissement de base,14030,Basic drinking water supply and basic sanitation,European Commission - International Partnerships,"European Commission - Directorate-General for International Partnerships (INTPA),European Commission - Directorate-General for International Partnerships (INTPA),Recipient Government,Recipient Government",2021,EUR,-625124
118,XI-IATI-EC_INTPA-2019/410-452,L'eau pour la croissance et la réduction de la pauvreté dans le sous bassin de la Mékrou au NIGER (Phase 2),"LAction intitulée  L'eau pour la croissance et la réduction de la pauvreté dans le sous bassin de la Mékrou au Niger - Projet Mékrou Phase 2  NIGER -  a pour objectif général de soutenir une croissance économique verte et la réduction de la pauvreté dans les portions du territoire nigérien se trouvant dans le bassin de la rivière Mékrou et sa zone dinfluence\, à travers la gestion intégrée et concertée de leau dans des zones en développement.",14040,River basins development,European Commission - International Partnerships,"European Commission - Directorate-General for International Partnerships (INTPA),European Commission - Directorate-General for International Partnerships (INTPA),Developing country-based NGO,EC_INTPA",2021,EUR,178526
119,XM-DAC-7-PPR-4000002641,Access to Water Sanitation&Hygiene Niger,"Despite its important sources Niger suffers greatly from chronic shortages of water\, due to factors such as inequal spreading of pre cipitation. Access to drinking water in rural areas ranges from 35 to 63\,5%; access to sanitation in rural areas is as low as 1\,7%. The Government of Niger (GoN) is compelled to find solutions to provide access to WASH\, also in view of the rapidly growing population. To address this challenge the GoN in 2017 has adopted a sectoriel WASH program (PROSEHA) in the framework of Agenda 2030 with two objectives: secure acccess to WASH for all and to contribute to a national stratgy for rural watersupply. Untill 2030 EUR 5\,1 billion is needed to arrive at the set targets. For the first phase (untill 2020) Niger wants to support 25% of the households in rural areas and 80% of the households in urban areas with “optimal” drinking water and  17\,2% of the household in rural areas and 23\,87% of the households in urban areas with accesss to “optimal” sanitation.  Luxembourg and Denmark have decided on a delegated cooperation to execute the Luxembourg program for support to WASH (PASEHA 3). It is executed by Luxemburg Development Cooperation. Support will be channeled through a common financing mechanism (MCF) that was put in place by the GoN to align development efforts in the fie ld of WASH and to secure extra funds for PROSEHA. Luxembourg and Denmark have provided EUR 47 million in total. The Dutch contribution will support relevant activities in the border areas with Burkina Faso\, namely Tahoua and Tillabéry. Technica assistance will be part of the program.",14030,Basic drinking water supply and basic sanitation,Ministry of Foreign Affairs of the Netherlands,"Ministry of Foreign Affairs of the Netherlands,Ministry of Foreign Affairs of the Netherlands,Ministry of Foreign Affairs of the Netherlands,Luxembourg Development Cooperation",2021,EUR,4150861
120,XM-DAC-7-PPR-4000003930,NIA Promotion l'agriculture productive,"Le programme «Promotion de l'agriculture productive» fait partie du programme de coopération économique de «Développement rural et a griculture productive» au sein du secteur «Agriculture productive et sécurité alimentaire» de la coopérative allemande avec le Niger. Ce programme a démarré en 2011. La demande concerne une coopération déléguée avec la GIZ\, avec une demande d'un montant de 4 millions (2 MEURO mars 2020\, encore 2 MEURO pour 2021). L'objectif du programme est de faire en sorte que le secteur agricole au Niger contribue davantage à la croissance économique nationale et à la sécurité alimentaire par l'irrigation à petite échelle. L'accès à une irrigation stable encourage la diversification des produits agricoles et prolonge la période de production. Cela entraîne à son tour une plus grande autonomie et une augmentation des revenus.",14015,Water resources conservation (including data collection),Ministry of Foreign Affairs of the Netherlands,"Ministry of Foreign Affairs of the Netherlands,Ministry of Foreign Affairs of the Netherlands,Ministry of Foreign Affairs of the Netherlands,GTZ",2021,EUR,1800000
121,XM-DAC-7-PPR-4000005322,NIA PromAP 4/GIZ,PromAP 4/GIZ,14015,Water resources conservation (including data collection),Ministry of Foreign Affairs of the Netherlands,"Ministry of Foreign Affairs of the Netherlands,Ministry of Foreign Affairs of the Netherlands,Ministry of Foreign Affairs of the Netherlands,GTZ",2021,EUR,6000000
122,US-EIN-37-1552838-86,CityTaps - Phase 2 of SEEN-CityTaps CTSuite Mobile Money Water Prepayment Service,Phase 2 of SEEN-CityTaps CTSuite Mobile Money Water Prepayment Service,14020,Water supply and sanitation - large systems,GSMA Foundation,"UK - Foreign\, Commonwealth & Development Office,GSMA Foundation,CityTaps",2017,GBP,600000
123,GB-CHC-285776-NIG092,Improving access to water and Sanitation in Kieche and Baboursaye,"This intervention builds on CADEV’s initial experience in the village of Baboursaye and its surrounding homesteads focusing on improved access to water and Hygiene promotion. More specifically\, the project aims to: \r\n1. Build one borehole in the village of Baboursaye and two rope pumps in two major hamlets of Baboursaye to reduce time spent collecting water and provide additional water resources for Human consumption\, drinking by animals and watering of crops.\r\n2. Train and equip community water point management committee members to maintain hygiene around water points and promote safe handling of water to reduce contamination throughout the ‘key moments’ of the water handling (Collection\, treatment\, storage and distribution/consumption)\r\n3. Support community driven sanitation and hygiene promotion initiatives including awareness raising and behaviour change communication activities\r\n4. Train and equip at least 50 women in the village of Baboursaye to practice irrigated small gardening so that they become capable of producing vegetables throughout the year (Including during the lean season) for the consumption of their household and sale of any supplementary production.",14030,Basic drinking water supply and basic sanitation,CAFOD,"Catholic Agency For Overseas Development (CAFOD),Caritas Developpement Niamey",2018,GBP,21929
